DisasterBeasons_Gs_Character_Lola_OpeningEpisode_RovingCounter_GameName,Gs_Character_Lola_OpeningEpisode_RovingCounter,Gs_Character_Lola_OpeningEpisode_RovingCounter
DisasterBeasons_Gs_Character_Lola_OpeningEpisode_RovingCounter_NotEnoughText,Out of reach of the sea...,距离海面遥不可及..
DisasterBeasons_Gs_CloudHat_CloudChangeCounter_GameName,Gs_CloudHat_CloudChangeCounter,Gs_CloudHat_CloudChangeCounter
DisasterBeasons_Gs_CloudHat_CloudChangeCounter_ToGreen_GameName,Gs_CloudHat_CloudChangeCounter_ToGreen,Gs_CloudHat_CloudChangeCounter_ToGreen
DisasterBeasons_Gs_DisasterBeasons_AirToxicity_Description,Gas conditions in the vicinity of the human body.,人体附近的气体情况。
DisasterBeasons_Gs_DisasterBeasons_AirToxicity_GameName,gas toxicity,气体毒性
DisasterBeasons_Gs_DisasterBeasons_AirToxicity_Statuses[0].GameName,gas freshening,气体清新
DisasterBeasons_Gs_DisasterBeasons_AirToxicity_Statuses[1].GameName,gas turbidity,气体浑浊
DisasterBeasons_Gs_DisasterBeasons_AirToxicity_Statuses[2].GameName,dyspnea,呼吸困难
T-cRdqmOpGYMMpBV4TeJu+PU7lgn0=,breathlessness,呼吸灼烧
T-L1cuycVGlzHVF4Z39YLWqSk2G3k=,thick fog,浓雾弥漫
T-7lnzL0XcaZNUfml8FCTaC3lsu3E=,blur,视界模糊
T-9LDwn40deNV5PXU0k90XFvr1YJ0=,forbidden place,生命禁地
DisasterBeasons_Gs_DisasterBeasons_DiasterPresenceCounter_GameName,Gs_DisasterBeasons_DiasterPresenceCounter,Gs_DisasterBeasons_DiasterPresenceCounter
DisasterBeasons_Gs_DisasterBeasons_DiasterPresenceCounter_NotEnoughText,the Apocalypse has not yet arrived,天启未至
DisasterBeasons_Gs_DisasterBeasons_Modify_TravelAction_GameName,Gs_DisasterBeasons_Modify_TravelAction,Gs_DisasterBeasons_Modify_TravelAction
DisasterBeasons_Gs_DisasterBeasons_Modify_TravelAction_NotEnoughText,Can't climb in this state.,Can't climb in this state.
DisasterBeasons_Gs_DisasterBeasons_Modify_TravelAction_Statuses[0].GameName,Travel Modifier 1,Travel Modifier 1
DisasterBeasons_Gs_DisasterBeasons_Modify_TravelAction_Statuses[1].GameName,Travel Modifier 2,Travel Modifier 2
DisasterBeasons_Gs_DisasterBeasons_Modify_TravelAction_Statuses[2].GameName,Leg Modifier 3,Leg Modifier 3
DisasterBeasons_Gs_DisasterBeasons_NutrientAbsorption_Description,nutrient absorption,营养吸收
DisasterBeasons_Gs_DisasterBeasons_NutrientAbsorption_GameName,nourishment,营养
DisasterBeasons_Gs_DisasterBeasons_NutrientAbsorption_Statuses[0].GameName,nutrient absorption,营养吸收
DisasterBeasons_Gs_DisasterBeasons_NutrientAbsorption_Statuses[1].GameName,nutrient absorption,营养吸收
DisasterBeasons_Gs_DisasterBeason_Burns_Description,Caused by over-exposure to the sun or by coming in contact with fire.,Caused by over-exposure to the sun or by coming in contact with fire.
DisasterBeasons_Gs_DisasterBeason_Burns_GameName,localized burn injury,局部烧伤
DisasterBeasons_Gs_DisasterBeason_Burns_Statuses[0].GameName,Minor Burn,Minor Burn
DisasterBeasons_Gs_DisasterBeason_Burns_Statuses[1].Description,Burns...,Burns...
DisasterBeasons_Gs_DisasterBeason_Burns_Statuses[1].GameName,First Degree Burn,First Degree Burn
DisasterBeasons_Gs_DisasterBeason_Burns_Statuses[2].Description,It burns,It burns
DisasterBeasons_Gs_DisasterBeason_Burns_Statuses[2].GameName,Second Degree Burn,Second Degree Burn
DisasterBeasons_Gs_DisasterBeason_Burns_Statuses[3].Description,Hurts so much!,Hurts so much!
DisasterBeasons_Gs_DisasterBeason_Burns_Statuses[3].GameName,Second Degree Burn,Second Degree Burn
DisasterBeasons_Gs_DisasterBeason_Burns_Statuses[4].Description,Arghhh!,Arghhh!
DisasterBeasons_Gs_DisasterBeason_Burns_Statuses[4].GameName,Third Degree Burn,Third Degree Burn
DisasterBeasons_Gs_DisasterBeason_Character_Lola_DeepSeaEventStartCounter_GameName,Gs_DisasterBeason_Character_Lola_DeepSeaEventStartCounter,Gs_DisasterBeason_Character_Lola_DeepSeaEventStartCounter
DisasterBeasons_Gs_DiasterBeason_ExplorableCount_GameName,Gs_DisasterBeason_ExplorableCount,Gs_DisasterBeason_ExplorableCount
DisasterBeasons_Gs_DiasterBeason_ExplorableCount_NotEnoughText,The area does not need to be explored.,该地区无需探索。
DisasterBeasons_Gs_DisasterBeason_LungDamage_Description,The extent of respiratory and pulmonary damage.,呼吸与肺部的损伤程度。
DisasterBeasons_Gs_DisasterBeason_LungDamage_GameName,lung damage,肺部损伤
DisasterBeasons_Gs_DisasterBeason_LungDamage_Statuses[0].GameName,Breathing Problems,Breathing Problems
DisasterBeasons_Gs_DisasterBeason_LungDamage_Statuses[1].GameName,Breathing Hurts,Breathing Hurts
DisasterBeasons_Gs_DisasterBeason_LungDamage_Statuses[2].GameName,Breathing Hurts too much,Breathing Hurts too much
DisasterBeasons_Gs_DisasterBeason_LungDamage_Statuses[3].GameName,Dead of Asphyxiation,Dead of Asphyxiation
DisasterBeasons_Gs_DisasterBeason_StrongTransportation_Level_One_GameName,Gs_DisasterBeason_StrongTransportation_Level_One,Gs_DisasterBeason_StrongTransportation_Level_One
DisasterBeasons_Gs_DisasterBeason_StrongTransportation_Level_One_NotEnoughText,Fate has not yet favored...,命运尚未眷顾..
DisasterBeasons_Gs_FlowerSea_EmancipationCount_GameName,Gs_FlowerSea_EmancipationCount,Gs_FlowerSea_EmancipationCount
DisasterBeasons_Gs_GeeseSouth_FlockBirdProducedCount_GameName,Gs_GeeseSouth_FlockBirdProducedCount,Gs_GeeseSouth_FlockBirdProducedCount
T-x12Fei7OhyQiWU1yuOLotkFO2YM=,Gs_GeeseSouth_PresenceCount,Gs_GeeseSouth_PresenceCount
T-GHXmPiDH/zQEAQJyZ1TOGKx9ac0=,The sky is calm.,天空平静
DisasterBeasons_Gs_GhostShip_Necromanticization_Description,The body is slowly withering away...,身体在缓慢枯萎..
DisasterBeasons_Gs_GhostShip_Necromanticization_GameName,wasting damage,凋零损伤
DisasterBeasons_Gs_GhostShip_Necromanticization_Statuses[0].GameName,wilted,凋零
DisasterBeasons_Gs_GhostShip_Necromanticization_Statuses[1].GameName,wilted,凋零
DisasterBeasons_Gs_GhostShip_Necromanticization_Statuses[2].GameName,wilted,凋零
DisasterBeasons_Gs_GhostShip_Necromanticization_Statuses[3].GameName,wilted,凋零
DisasterBeasons_Gs_GhostShip_Necromanticization_Statuses[4].GameName,wilted,凋零
DisasterBeasons_Gs_Hail_HailPresenceCount_GameName,Gs_Hail_HailPresenceCount,Gs_Hail_HailPresenceCount
DisasterBeasons_Gs_Hail_IceCool_Description,The icy sensation wraps around the tongue.,冰爽的感觉在舌尖环绕。
DisasterBeasons_Gs_Hail_IceCool_GameName,refreshing,冰爽
DisasterBeasons_Gs_Hail_IceCool_Statuses[0].GameName,Dry,Dry
DisasterBeasons_Gs_Hail_IceCool_Statuses[1].GameName,Wet,Wet
DisasterBeasons_Gs_Hail_IceCool_Statuses[2].GameName,nice and cold,冰爽愉快
DisasterBeasons_Gs_Hail_RegionalImpactPresenceCount_GameName,Gs_Hail_RegionalImpactPresenceCount,Gs_Hail_RegionalImpactPresenceCount
DisasterBeasons_Gs_Hail_SnowLevel_Description,Heaviness of regional snowpack.,区域积雪的厚重程度。
DisasterBeasons_Gs_Hail_SnowLevel_GameName,Gs_Hail_SnowLevel,Gs_Hail_SnowLevel
DisasterBeasons_Gs_MeteorShower_MeteorShowerPresenceCount_GameName,Gs_MeteorShower_MeteorShowerPresenceCount,Gs_MeteorShower_MeteorShowerPresenceCount
DisasterBeasons_Gs_MeteorShower_RegionalImpactPresenceCount_GameName,Gs_MeteorShower_RegionalImpactPresenceCount,Gs_MeteorShower_RegionalImpactPresenceCount
DisasterBeasons_Gs_PollenSeason_DaffodilsFlower_Fruit_Description,"Moisture-rich, hydrated skin.",水分充盈，水润皮肌。
DisasterBeasons_Gs_PollenSeason_DaffodilsFlower_Fruit_GameName,narcissin,水仙素
DisasterBeasons_Gs_PollenSeason_DaffodilsFlower_Fruit_Statuses[0].GameName,narcissin,水仙素
DisasterBeasons_Gs_PollenSeason_GoldFruit_Description,Gradually healing the body... All is calm.,渐渐治愈身体...一切归于平静
DisasterBeasons_Gs_PollenSeason_GoldFruit_GameName,Fructus Goldilocksii (grape type),黄金果
DisasterBeasons_Gs_PollenSeason_GoldFruit_Statuses[0].GameName,Fructus Goldilocksii (grape type),黄金果
DisasterBeasons_Gs_PollenSeason_Tyrannus_Fruit_Description,The heat is calming down.,燥热渐渐平静
DisasterBeasons_Gs_PollenSeason_Tyrannus_Fruit_GameName,red crystalline pigment,红晶素
DisasterBeasons_Gs_PollenSeason_Tyrannus_Fruit_Statuses[0].GameName,red crystalline pigment,红晶素
DisasterBeasons_Gs_PollenSeason_Tyrannus_Fruit_Statuses[1].GameName,red crystalline pigment,红晶素
DisasterBeasons_Gs_RainBow_RainBowPresenceCount_GameName,Gs_RainBow_RainBowPresenceCount,Gs_RainBow_RainBowPresenceCount
DisasterBeasons_Gs_RainBow_RainBowProducedCount_GameName,Gs_RainBow_RainBowProducedCount,Gs_RainBow_RainBowProducedCount
DisasterBeasons_Gs_RainBow_RainBowShoes_Description,Footprints leave a rainbow,足迹留下一道彩虹
DisasterBeasons_Gs_RainBow_RainBowShoes_GameName,Ryan (name),莱恩
DisasterBeasons_Gs_RainBow_RainBowShoes_Statuses[0].GameName,running as fast as flying,健步如飞
DisasterBeasons_Gs_TornadoShark_RegionalImpactPresenceCount_GameName,Gs_TornadoShark_RegionalImpactPresenceCount,Gs_TornadoShark_RegionalImpactPresenceCount
DisasterBeasons_Gs_TornadoShark_TornadoSharkPresenceCount_GameName,Gs_TornadoShark_TornadoSharkPresenceCount,Gs_TornadoShark_TornadoSharkPresenceCount
DisasterBeasons_Gs_Action_BehavioralCounts_GameName,Gs_Action_BehavioralCounts,Gs_Action_BehavioralCounts
DisasterBeasons_Gs_UnderSea_BigShell_PearlContent_GameName,Gs_UnderSea_BigShell_PearlContent,Gs_UnderSea_BigShell_PearlContent
DisasterBeasons_Gs_UnderSea_BigShell_PearlContent_NotEnoughText,The shells are tightly clamped.,贝壳夹得很紧
DisasterBeasons_Gs_UnderSea_BigShell_Satiety_GameName,Gs_UnderSea_BigShell_Satiety,Gs_UnderSea_BigShell_Satiety
DisasterBeasons_Gs_UnderSea_BigShell_Satiety_NotEnoughText,The shells are clamped tight...,贝壳夹得很紧..
DisasterBeasons_Gs_UnderSea_BigShell_TouchNumber_GameName,Gs_UnderSea_BigShell_TouchNumber,Gs_UnderSea_BigShell_TouchNumber
DisasterBeasons_Gs_UnderSea_Kelp_Plasters_Description,A cool sensation coming from the skin...,皮肤传来一种清凉的感觉..
DisasterBeasons_Gs_UnderSea_Kelp_Plasters_GameName,oceanic moisturizer,海洋润肤
DisasterBeasons_Gs_UnderSea_Kelp_Plasters_Statuses[0].GameName,Moisturizing cream has been applied,润肤膏已涂抹
DisasterBeasons_Gs_UnderSea_Oxygen_Description,Need enough oxygen...,需要足够的氧气...
DisasterBeasons_Gs_UnderSea_Oxygen_GameName,Degree of hypoxia,缺氧程度
DisasterBeasons_Gs_UnderSea_Oxygen_Statuses[0].Description,lacking oxygen,缺氧
DisasterBeasons_Gs_UnderSea_Oxygen_Statuses[0].GameName,lacking oxygen,缺氧
DisasterBeasons_Gs_UnderSea_Oxygen_Statuses[1].Description,lacking oxygen,缺氧
DisasterBeasons_Gs_UnderSea_Oxygen_Statuses[1].GameName,lacking oxygen,缺氧
DisasterBeasons_Gs_UnderSea_Oxygen_Statuses[2].Description,Hypoxia,极度缺氧
DisasterBeasons_Gs_UnderSea_Oxygen_Statuses[2].GameName,lacking oxygen,缺氧
DisasterBeasons_Gs_UnderSea_Oxygen_Statuses[3].Description,You died of oxygen deprivation.,你死于缺氧
DisasterBeasons_Gs_UnderSea_Oxygen_Statuses[3].GameName,Hypoxia,极度缺氧
T-83KWEO1wHOfY3lYm5jQ5q4tE6do=,Gs_VolcanicEruption_EventResetCount,Gs_VolcanicEruption_EventResetCount
T-IChlqaJ69iVO4qcJUW3HzalDLZU=,Volcano reset,火山重置
T-VuhI4ftuFX1nlHxt/xPwerEnClg=,Gs_VolcanicEruption_MagmaCount,Gs_VolcanicEruption_MagmaCount
T-Z8I6OyvR0qUf8FaZZDNJulKr7Q8=,fig. seething discontent (idiom); fig. seething discontent (esp. of emotions),火山沸腾
T-UlLfptO4VbG50rzdBlFtz6FNcRY=,Gs_VolcanicEruption_MagmaFumesCount,Gs_VolcanicEruption_MagmaFumesCount
T-Q7lZ08tPcZWrA3/ZUXTqVc1sPwo=,The volcano boils!,火山沸腾！
DisasterBeasons_Gs_VolcanicEruption_MagmaFumesPresenceCount_GameName,Gs_VolcanicEruption_MagmaFumesPresenceCount,Gs_VolcanicEruption_MagmaFumesPresenceCount
DisasterBeasons_Gs_VolcanicEruption_MagmaFumesProducedCount_GameName,Gs_VolcanicEruption_MagmaFumesProducedCount,Gs_VolcanicEruption_MagmaFumesProducedCount
DisasterBeasons_Gs_VolcanicEruption_MagmaPresenceCount_GameName,Gs_VolcanicEruption_MagmaPresenceCount,Gs_VolcanicEruption_MagmaPresenceCount
DisasterBeasons_Gs_VolcanicEruption_MagmaProducedCount_GameName,Gs_VolcanicEruption_MagmaProducedCount,Gs_VolcanicEruption_MagmaProducedCount
DisasterBeasons_Gs_DisasterBeason_VolcanicEriptionPresenceCount_GameName,Gs_VolcanicEruption_VolcanicEriptionPresenceCount,Gs_VolcanicEruption_VolcanicEriptionPresenceCount
T-dAtEoakw7YYRyueNcVb62BoaNzA=,Gs_VolcanicEruption_VolcanicEriptionPresenceCount,Gs_VolcanicEruption_VolcanicEriptionPresenceCount
T-kaJCTR2XRfKDWjnN6gX1GNDfb5A=,the volcano stops moving,火山停息
DisasterBeasons_Sta_BloodMoon_BloodWolf_RetreCounter_GameName,Sta_BloodMoon_BloodWolf_RetreCounter,Sta_BloodMoon_BloodWolf_RetreCounter
DisasterBeasons_Sta_BloodMoon_BloodWolf_RetreCounter_NotEnoughText,It's catching up!,它追上来了！
DisasterBeasons_Sta_GhostShip_ProducedBoneMonster_RetreatCounter_GameName,Sta_GhostShip_ProducedBoneMonster_RetreatCounter,Sta_GhostShip_ProducedBoneMonster_RetreatCounter
DisasterBeasons_Sta_GhostShip_ProducedBoneMonster_RetreatCounter_NotEnoughText,It's catching up!,它追上来了！
DisasterBeacons_Obj2_BloodMoon_01_ObjectiveDescriptions,A nightmare.,化身噩梦
DisasterBeacons_Obj2_MakeStoneAxe_OnCompleteActions[0].ActionName,Courage,Courage
DisasterBeacons_Obj2_GeeseSouth_01_ObjectiveDescriptions,migration of thousands of birds,万鸟迁徙
DisasterBeacons_Obj2_GhostShip_CaptainDeath_01_ObjectiveDescriptions,The Truth About the Legend of Immortality,不死传说的真相
DisasterBeacons_Obj2_Hail_01_ObjectiveDescriptions,White Zero and Vitality,白零与生机
DisasterBeacons_Obj2_MetorShower_01_ObjectiveDescriptions,Listening to the Stars,聆听星辰的声音
DisasterBeacons_Obj2_PollenSeasons_01_ObjectiveDescriptions,Travel to the world of fairy tales,前往童话的世界
DisasterBeacons_Obj2_RainBow_01_ObjectiveDescriptions,Interweaving Fairy Tale and Reality,童话与现实的交织
DisasterBeacons_Obj2_ThunderStorm_01_ObjectiveDescriptions,Baptized by thunder,经历雷鸣的洗礼
DisasterBeacons_Obj2_TornadoShark_01_ObjectiveDescriptions,face the storm head on,直面风暴
DisasterBeacons_Obj2_VolcanicEruptions_01_ObjectiveDescriptions,Witness the eruption of a volcano,见证火山的爆发
DisasterBeacons_Pc_DiasterBeasons_Lola_CharacterDescriptiony,"Laura, world linguist and archaeologist. She had a happy family when she was a child, but that all changed after an accident. Her father's obsession with the legend of immortality caused him to lose his reputation and even betray his family, and as a child Laura couldn't understand what he was doing. With the passage of time, Laura has traveled through the Evil Horse Terrace, witnessed Bermuda, Cortez after the Lost City. She now understands that what her father said could be true. In order to complete her father's research and clear his name, Laura decides to travel alone to an uncharted island on the northwestern border of Indonesia to discover the truth of what happened.",劳拉，世界语言学者与考古学家。自幼时有一个圆满的家庭，但这一切都在某次事故后改变了。当年父亲执着于长生不死的传说而身败名裂甚至众叛亲离，那时小时候的劳拉无法理解他的所作所为。随时间流逝，劳拉走过了邪马台、见证过百慕大、科特兹失落之城后。现在的她明白了父亲所说的话可能为真。为了完成父亲的研究并洗刷他的冤屈，劳拉决定独自前往位于印度尼西亚西北边境的未知岛屿，探寻事件的真相。
DisasterBeacons_Pc_DiasterBeasons_Lola_CharacterName,Laura Klaufen,罗拉·克劳芬
DisasterBeacons_Sta_BloodMoon_BloodWolf_Retreat_Actions[0].ActionName,It's catching up!,它追上来了！
DisasterBeacons_Sta_DisasterBeason_Lola_DeepSea_Actions[0].ActionName,crawl,海中挣扎
DisasterBeasons_Sta_GeeseSouth_FlockBirdProduced_Actions[0].ActionName,migration of thousands of birds,万鸟迁徙
DisasterBeacons_Sta_GhostShip_ProducedBoneMonster_Retreat_Actions[0].ActionName,It's catching up!,它追上来了！
DisasterBeasons_Sta_Hail_RegionalImpactProduced_Actions[0].ActionName,ice cream,暴风雪
DisasterBeacons_Sta_HatCloud_CloudChange_Actions[0].ActionName,Cloud changes,云朵变化
DisasterBeasons_Sta_MeteorShower_RegionalImpactProduced_Actions[0].ActionName,revolve around a constellation,星座环绕
DisasterBeasons_Sta_RainBow_RainBowProduced_Actions[0].ActionName,Fantasy Rainbow,奇幻彩虹
DisasterBeasons_Sta_TornadoShark_RegionalImpactProduced_Actions[0].ActionName,sharknado,鲨龙卷
DisasterBeasons_Sta_VolcanicEruption_EventReset_Actions[0].ActionName,the volcano stops moving,火山停息
DisasterBeasons_Sta_VolcanicEruption_MagmaFumesProduced_Actions[0].ActionName,The volcano boils!,火山沸腾！
DisasterBeasons_Sta_VolcanicEruption_MagmaProduced_Actions[0].ActionName,The volcano boils!,火山沸腾！
DisasterBeasons_Nc_DiasterBeason_Animal_Boar_CardDescription,There are frightened animals moving around in the neighborhood.,附近有受惊的动物在活动。
DisasterBeasons_Nc_DiasterBeason_Animal_Boar_DismantleActions[0].ActionName,Spear Attack,长矛攻击
DisasterBeasons_Nc_DiasterBeason_Animal_Boar_DismantleActions[1].ActionName,Bow and arrow shooting,弓箭射击
DisasterBeasons_Nc_DiasterBeason_Animal_Boar_DismantleActions[2].ActionName,Pistol shooting,手枪射击
DisasterBeasons_Nc_DiasterBeason_Animal_Boar_DismantleActions[3].ActionName,a catapult,投石索投掷
DisasterBeasons_Nc_DiasterBeason_Animal_Boar_DismantleActions[4].ActionName,withdraw from,撤离
DisasterBeasons_Nc_DiasterBeason_Animal_Cobra_CardDescription,There are frightened animals moving around in the neighborhood.,附近有受惊的动物在活动。
DisasterBeasons_Nc_DiasterBeason_Animal_Cobra_DismantleActions[0].ActionName,Spear Attack,长矛攻击
DisasterBeasons_Nc_DiasterBeason_Animal_Cobra_DismantleActions[1].ActionName,Bow and arrow shooting,弓箭射击
DisasterBeasons_Nc_DiasterBeason_Animal_Cobra_DismantleActions[2].ActionName,Pistol shooting,手枪射击
DisasterBeasons_Nc_DiasterBeason_Animal_Cobra_DismantleActions[3].ActionName,a catapult,投石索投掷
DisasterBeasons_Nc_DiasterBeason_Animal_Cobra_DismantleActions[4].ActionName,withdraw from,撤离
DisasterBeasons_Nc_DiasterBeason_Animal_Goat_CardDescription,There are frightened animals moving around in the neighborhood.,附近有受惊的动物在活动。
DisasterBeasons_Nc_DiasterBeason_Animal_Goat_DismantleActions[0].ActionDescription,(does not consume stones),(does not consume stones)
DisasterBeasons_Nc_DiasterBeason_Animal_Goat_DismantleActions[0].ActionName,stone throwing,石头投掷
DisasterBeasons_Nc_DiasterBeason_Animal_Goat_DismantleActions[2].ActionName,Spear Attack,长矛攻击
DisasterBeasons_Nc_DiasterBeason_Animal_Goat_DismantleActions[1].ActionName,a catapult,投石索投掷
DisasterBeasons_Nc_DiasterBeason_Animal_Goat_DismantleActions[3].ActionName,Bow and arrow shooting,弓箭射击
DisasterBeasons_Nc_DiasterBeason_Animal_Goat_DismantleActions[4].ActionName,Pistol shooting,手枪射击
DisasterBeasons_Nc_DiasterBeason_Animal_Goat_DismantleActions[5].ActionName,neglect,忽略
DisasterBeasons_Nc_DiasterBeason_Animal_Macaque_CardDescription,There are frightened animals moving around in the neighborhood.,附近有受惊的动物在活动。
DisasterBeasons_Nc_DiasterBeason_Animal_Macaque_DismantleActions[0].ActionName,Spear Attack,长矛攻击
DisasterBeasons_Nc_DiasterBeason_Animal_Macaque_DismantleActions[1].ActionName,Bow and arrow shooting,弓箭射击
DisasterBeasons_Nc_DiasterBeason_Animal_Macaque_DismantleActions[2].ActionName,Pistol shooting,手枪射击
DisasterBeasons_Nc_DiasterBeason_Animal_Macaque_DismantleActions[3].ActionName,catapult attack,投石索攻击
DisasterBeasons_Nc_DiasterBeason_Animal_Macaque_DismantleActions[4].ActionName,withdraw from,撤离
DisasterBeasons_Nc_DiasterBeason_Animal_Monitor_CardDescription,There are frightened animals moving around in the neighborhood.,附近有受惊的动物在活动。
DisasterBeasons_Nc_DiasterBeason_Animal_Monitor_DismantleActions[0].ActionName,Spear Attack,长矛攻击
DisasterBeasons_Nc_DiasterBeason_Animal_Monitor_DismantleActions[1].ActionName,Bow and arrow shooting,弓箭射击
DisasterBeasons_Nc_DiasterBeason_Animal_Monitor_DismantleActions[2].ActionName,Pistol shooting,手枪射击
DisasterBeasons_Nc_DiasterBeason_Animal_Monitor_DismantleActions[3].ActionName,catapult attack,投石索攻击
DisasterBeasons_Nc_DiasterBeason_Animal_Monitor_DismantleActions[4].ActionName,withdraw from,撤离
DisasterBeasons_Nc_DiasterBeason_Animal_Monitor_DismantleActions[5].ActionDescription,SLOW...,缓慢..
DisasterBeasons_Nc_DiasterBeason_Animal_Monitor_DismantleActions[5].ActionName,Taking pictures!,拍照！
DisasterBeasons_Nc_DiasterBeason_Animal_PartridgeFight_CardDescription,There are frightened animals moving around in the neighborhood.,附近有受惊的动物在活动。
DisasterBeasons_Nc_DiasterBeason_Animal_PartridgeFight_DismantleActions[0].ActionDescription,It doesn't consume stones.,不会消耗石头
DisasterBeasons_Nc_DiasterBeason_Animal_PartridgeFight_DismantleActions[0].ActionName,stone throwing,石头投掷
DisasterBeasons_Nc_DiasterBeason_Animal_PartridgeFight_DismantleActions[0].ProducedCards[1].CollectionMessages[0],I missed,I missed
DisasterBeasons_Nc_DiasterBeason_Animal_PartridgeFight_DismantleActions[1].ActionName,Spear Attack,长矛攻击
DisasterBeasons_Nc_DiasterBeason_Animal_PartridgeFight_DismantleActions[2].ActionName,catapult attack,投石索攻击
DisasterBeasons_Nc_DiasterBeason_Animal_PartridgeFight_DismantleActions[3].ActionName,Bow and arrow shooting,弓箭射击
DisasterBeasons_Nc_DiasterBeason_Animal_PartridgeFight_DismantleActions[4].ActionName,Pistol shooting,手枪射击
DisasterBeasons_Nc_DiasterBeason_Animal_PartridgeFight_DismantleActions[5].ActionName,neglect,忽略
DisasterBeasons_Nc_DiasterBeason_Animal_Seagull_CardDescription,There are frightened animals moving around in the neighborhood.,附近有受惊的动物在活动。
DisasterBeasons_Nc_DiasterBeason_Animal_Seagull_DismantleActions[0].ActionDescription,It doesn't consume stones.,不会消耗石头
DisasterBeasons_Nc_DiasterBeason_Animal_Seagull_DismantleActions[0].ActionName,stone throwing,石头投掷
DisasterBeasons_Nc_DiasterBeason_Animal_Seagull_DismantleActions[0].ProducedCards[1].CollectionMessages[0],I missed!,I missed!
DisasterBeasons_Nc_DiasterBeason_Animal_Seagull_DismantleActions[1].ActionName,throw the catapult,投掷投石索
DisasterBeasons_Nc_DiasterBeason_Animal_Seagull_DismantleActions[1].ProducedCards[1].CollectionMessages[0],I missed!,I missed!
DisasterBeasons_Nc_DiasterBeason_Animal_Seagull_DismantleActions[2].ActionName,Spear Attack,长矛攻击
DisasterBeasons_Nc_DiasterBeason_Animal_Seagull_DismantleActions[2].ProducedCards[1].CollectionMessages[0],I missed!,I missed!
DisasterBeasons_Nc_DiasterBeason_Animal_Seagull_DismantleActions[3].ActionName,Bow and arrow shooting,弓箭射击
DisasterBeasons_Nc_DiasterBeason_Animal_Seagull_DismantleActions[4].ActionName,Pistol shooting,手枪射击
DisasterBeasons_Nc_DiasterBeason_Animal_Seagull_DismantleActions[5].ActionName,neglect,忽略
DisasterBeasons_Bp_VineCraft_CryBall_BlueprintFinishedLog.LogText,I built a chest.,I built a chest.
DisasterBeasons_Bp_VineCraft_CryBall_CardDescription,A precision sphere covered in lines.,一个精密的球体，上面布满了纹路。
DisasterBeasons_Bp_VineCraft_CryBall_CardName,crystal ball (in Western magic),水晶球
DisasterBeasons_Bp_VineCraft_CryBall_UnlockConditionsDesc,Need for prison rock,需要狱岩
DisasterBeasons_Bp_VineCraft_VineBox_BlueprintFinishedLog.LogText,I built a chest.,I built a chest.
DisasterBeasons_Bp_VineCraft_VineBox_CardDescription,A culmination of planning and design,规划与设计的结晶
DisasterBeasons_Bp_VineCraft_VineBox_CardName,Wien box,维恩箱
DisasterBeasons_Bp_VineCraft_VineBox_UnlockConditionsDesc,More Crafting Needed,More Crafting Needed
DisasterBeasons_Nc_VineCraft_CryBall_CardDescription,A precision sphere covered in lines.,一个精密的球体，上面布满了纹路。
DisasterBeasons_Nc_VineCraft_CryBall_CardName,crystal ball (in Western magic),水晶球
DisasterBeasons_Nc_VineCraft_VineBox_CardDescription,A space where structures are stacked...,一个结构堆积的空间..
