DisasterBeasons_Event_GhostShip_BonePile_ProducedBoneMonster_ThunderBoom_DismantleActions[0].ActionName,"骨片横飞！",
DisasterBeasons_Gs_GhostShip_Necromanticization_Description,"身体在缓慢枯萎..",
DisasterBeasons_Gs_GhostShip_Necromanticization_GameName,"凋零损伤",
DisasterBeasons_Gs_DisasterBeason_LungDamage_Statuses[0].GameName,"Breathing Problems",
DisasterBeasons_Gs_DisasterBeason_LungDamage_Statuses[1].GameName,"Breathing Hurts",
DisasterBeasons_Gs_DisasterBeason_LungDamage_Statuses[2].GameName,"Breathing Hurts too much",
DisasterBeasons_Gs_DisasterBeason_LungDamage_Statuses[3].GameName,"Dead of Asphyxiation",
DisasterBeasons_Wather_Small_HatCloud_CardDescription,"天空中有一朵大大的帽子！",
DisasterBeasons_Wather_Small_HatCloud_CardName,"",
DisasterBeasons_Nc_DiasterBeacons_CardDescription,"没有人会受伤。",
DisasterBeasons_Nc_GhostShip_BoneNeck_CardInteractions[1].ActionDescription,"补充",
DisasterBeasons_Nc_UnderSea_LuminousPeral_NeckLack_CardInteractions[0].ActionName,"补充",
DisasterBeasons_Nc_DiasterBeacons_CardName,"天启",
DisasterBeasons_Nc_DiasterBeacons_DismantleActions[1].ActionName,"命运",
DisasterBeasons_Nc_DiasterBeacons_DismantleActions[1].FadeMessage,"直视命运！",
DisasterBeasons_Nc_DiasterBeacons_DismantleActions[1].RequiredReceivingDurabilities.FailMessage,"直视命运！",
DisasterBeasons_Nc_ThunderStorm_ThunderBall_SpecialDurability1.CardStatName,"Alone Time",
DisasterBeasons_Nc_DiasterBeacons_SpecialDurability4.CardStatName,"命运",
DisasterBeasons_Nc_ThunderStorm_ThunderBall_SpoilageTime.CardStatName,"Hunger",
DisasterBeasons_Nc_PollenSeason_Flower_StepOne_UsageDurability.CardStatName,"Thirst",
DisasterBeasons_Nc_ThunderStorm_ThunderBall_UsageDurability.OnZero.ActionName,"Dead of Thirst",
DisasterBeasons_Nc_Meteor_Imprint_StarDrop_TypeOne_CardDescription,"它看起来非常不稳定！",
DisasterBeasons_Nc_VolcanicEruption_Drop_Rock_Cold_CardInteractions[0].ActionDescription,"用工具开采一下",
DisasterBeasons_Nc_Meteor_Imprint_StarDrop_TypeOne_CardInteractions[0].ActionName,"开采一下？",
DisasterBeasons_Nc_Meteor_Imprint_StarDrop_TypeOne_CardName,"陨石",
DisasterBeasons_Nc_RainBow_Suger_CardDescription,"五颜六色，看起来很好吃。",
DisasterBeasons_Nc_Meteor_Imprint_Suger_TypeOne_CardName,"星空蛋糕",
DisasterBeasons_Nc_RainBow_Suger_DismantleActions[0].ActionName,"Eat",
DisasterBeasons_Gs_BloodMoon_BloodWolfTransformation_Description,"传说世界上总会有一头血狼....",
DisasterBeasons_Gs_BloodMoon_BloodWolfTransformation_GameName,"血狼化",
DisasterBeasons_Gs_BloodMoon_BloodWolfTransformation_Statuses[0].GameName,"至少仍能保持清醒..一切照旧",
DisasterBeasons_Gs_BloodMoon_BloodWolfTransformation_Statuses[1].GameName,"渴望鲜血...渴望杀戮...",
DisasterBeasons_Gs_BloodMoon_BloodWolfTransformation_Statuses[2].GameName,"月下狼嚎的血狼...就是你！",
DisasterBeasons_Gs_BloodMoon_BloodWolfTransformation_Statuses[3].GameName,"血月化身",
DisasterBeasons_Event_GhostShip_BoneNeck_Tp_CardDescription,"项链突然迸发出强烈的光芒，世界在不停的旋转！",
DisasterBeasons_Event_RainBow_Suger_CardName,"那是什么！",
DisasterBeasons_Event_GhostShip_BoneNeck_Tp_DismantleActions[0].ActionName,"啊！！",
DisasterBeasons_Wather_StromRain_CardDescription,"大雨倾盆。",
DisasterBeasons_Wather_StromRain_CardName,"风暴",
DisasterBeasons_Bp_RainBow_RainBowShoes_BlueprintFinishedLog.LogText,"冰晶球完成了",
DisasterBeasons_Bp_UnderSea_MarineOintment_BlueprintFinishedLog.LogText,"I made a bautiful pearl necklace.",
DisasterBeasons_Bp_DiasterBeason_PearNeckLace_CardDescription,"A fancy necklace made of beautiful pearls!",
DisasterBeasons_Bp_DiasterBeason_PearNeckLace_CardName,"珍珠项链",
DisasterBeasons_Bp_UnderSea_LuminousPeral_NeckLack_UnlockConditionsDesc,"需要夜明珠",
DisasterBeasons_Bp_GeeseSouth_DownJacket_CardDescription,"保暖、厚实。",
DisasterBeasons_Bp_GeeseSouth_DownJacket_CardName,"羽绒服",
DisasterBeasons_Bp_Hail_IceCrystalsBall_CardDescription,"散发着冰冷的气息..",
DisasterBeasons_Bp_GeeseSouth_FeatherHat_CardName,"羽毛帽",
DisasterBeasons_Bp_GeeseSouth_FeatherPillow_CardDescription,"宽大、柔软舒适。",
DisasterBeasons_Bp_GeeseSouth_FeatherPillow_CardName,"羽毛枕",
DisasterBeasons_Bp_Hail_IceCoolBall_CardName,"冰晶球",
DisasterBeasons_Bp_Hail_IceCoolBall_Ice_CardName,"寒晶球",
DisasterBeasons_Bp_Hail_IceCrystalsBall_CardName,"寒霜",
DisasterBeasons_Bp_MeteorShower_WeightBall_CardDescription,"周边散发着重压..",
DisasterBeasons_Bp_MeteorShower_WeightBall_CardName,"引力",
DisasterBeasons_Bp_RainBow_RainBowShoes_CardDescription,"里面有一个美好的童话...",
DisasterBeasons_Bp_RainBow_RainBowShoes_CardName,"莱恩靴",
DisasterBeasons_Bp_UnderSea_Kelp_Plasters_BlueprintFinishedLog.LogText,"I made some aloe vera gel.",
DisasterBeasons_Bp_UnderSea_Kelp_Plasters_CardDescription,"为皮肤缓缓带来一种清凉的感觉..",
DisasterBeasons_Bp_UnderSea_Kelp_Plasters_CardName,"润肤膏",
DisasterBeasons_Bp_UnderSea_Kelp_Plasters_UnlockConditionsDesc,"需要海带",
DisasterBeasons_Bp_UnderSea_LuminousPeral_NeckLack_CardDescription,"一颗颗微弱的光芒聚集于此。",
DisasterBeasons_Bp_UnderSea_LuminousPeral_NeckLack_CardName,"夜明",
DisasterBeasons_Bp_UnderSea_MarineOintment_CardDescription,"疼痛渐渐散去..",
DisasterBeasons_Bp_UnderSea_MarineOintment_CardName,"海洋药膏",
DisasterBeasons_Bp_UnderSea_MarineOintment_UnlockConditionsDesc,"需要珊瑚粉",
DisasterBeasons_Bp_VolcanicEruption_FireBall_BlueprintFinishedLog.LogText,"I built a chest.",
DisasterBeasons_Bp_VineCraft_VineBox_CardDescription,"规划与设计的结晶",
DisasterBeasons_Bp_UnderSea_SeaBall_CardName,"海洋",
DisasterBeasons_Bp_VineCraft_VineBox_UnlockConditionsDesc,"More Crafting Needed",
DisasterBeasons_Bp_VineCraft_CryBall_CardName,"水晶球",
DisasterBeasons_Bp_VolcanicEruption_FireBall_UnlockConditionsDesc,"需要狱岩",
DisasterBeasons_Bp_VineCraft_VineBox_CardName,"维恩箱",
DisasterBeasons_Bp_VolcanicEruption_FireBall_CardDescription,"摸起来很烫。",
DisasterBeasons_Bp_VolcanicEruption_FireBall_CardName,"灰烬",
DisasterBeasons_Env_AbandonedMines_CardName,"废弃矿洞",
DisasterBeasons_Env_DeepSea_CardName,"深海",
DisasterBeasons_Env_FlowerSea_CardName,"花海",
DisasterBeasons_Env_GhostShip_CardName,"幽灵船",
DisasterBeasons_Env_OverTheDeepSea_CardName,"飓风海域",
DisasterBeasons_Env_UnderSea_CardName,"浅海",
DisasterBeasons_Event_GhostShip_BonePile_ProducedBoneMonster_Confrontion_Success_CardName,"攻其不备！",
DisasterBeasons_Event_VolcanicEruption_Rolling_Smoke_DismantleActions[0].ActionName,"我不能呼吸了！",
DisasterBeasons_Event_Character_Lola_StartEpisode_Drowning_StepFour_CardDescription,"紧握求生筏，密集雨点拍打在前。呆在求生筏上困意渐渐袭来，直至一个巨浪掀翻所有。",
DisasterBeasons_Event_Character_Lola_StartEpisode_Drowning_StepFour_CardName,"飓风",
DisasterBeasons_Event_Character_Lola_StartEpisode_Drowning_StepFour_DismantleActions[0].ActionName,"失去意识",
DisasterBeasons_Event_Character_Lola_StartEpisode_Drowning_StepFour_DismantleActions[0].FadeMessage,"随洋漂流",
DisasterBeasons_Event_Character_Lola_StartEpisode_Drowning_StepFour_DeepSeaAttack_CardDescription,"游往求生筏时，身前的洋流猛然推进，抬头望去一道巨浪已在眼前。",
DisasterBeasons_Event_Character_Lola_StartEpisode_Drowning_StepFour_DeepSeaAttack_CardName,"洋流",
DisasterBeasons_Event_Character_Lola_StartEpisode_Drowning_StepFour_DeepSeaAttack_DismantleActions[0].ActionName,"巨浪猛然拍下！",
DisasterBeasons_Event_Character_Lola_StartEpisode_Drowning_StepOne_CardDescription,"密集雨点遮蔽视野，滔天巨浪拍过来了！",
DisasterBeasons_Event_Character_Lola_StartEpisode_Drowning_StepOne_CardName,"飓风",
DisasterBeasons_Event_Character_Lola_StartEpisode_Drowning_StepOne_DismantleActions[0].ActionName,"啊！",
DisasterBeasons_Event_Character_Lola_StartEpisode_Drowning_StepThree_CardDescription,"海月闪耀，海洋平面近在眼前！",
DisasterBeasons_Event_Character_Lola_StartEpisode_Drowning_StepThree_CardName,"乱流",
DisasterBeasons_Event_Character_Lola_StartEpisode_Drowning_StepThree_DismantleActions[0].ActionName,"大口呼吸",
DisasterBeasons_Event_Character_Lola_StartEpisode_Drowning_StepTwo_CardDescription,"激流涌入每个毛孔，强烈的窒息感喷涌而出。视野所及，黑暗中隐约有几件漂浮的物资。",
DisasterBeasons_Event_Character_Lola_StartEpisode_Drowning_StepTwo_CardName,"乱流",
DisasterBeasons_Event_Character_Lola_StartEpisode_Drowning_StepTwo_DismantleActions[0].ActionName,"向上游动",
DisasterBeasons_Event_FlowerSea_TwistedVine_Boss_Death_CardDescription,"扭曲盘缠的藤蔓如今只剩下枯叶残躯..交汇中心的光芒愈发明亮..",
DisasterBeasons_Event_FlowerSea_TwistedVine_Boss_Death_CardName,"藤蔓破碎",
DisasterBeasons_Event_FlowerSea_TwistedVine_Boss_Death_DismantleActions[0].ActionName,"触碰光芒",
DisasterBeasons_Event_FlowerSea_TwistedVine_Boss_Death_Gril_CardDescription,"一个熟悉的面容出现在眼前...没有言语。她捧着鲜花走到你的身边，向你伸出了双手。",
DisasterBeasons_Event_FlowerSea_TwistedVine_Boss_Death_Gril_CardName,"背影",
DisasterBeasons_Event_FlowerSea_TwistedVine_Boss_Death_Gril_DismantleActions[0].ActionName,"伸出双手",
DisasterBeasons_Event_FlowerSea_TwistedVine_Boss_Death_Gril_Leave_CardDescription,"触碰瞬间，世界宛如琉璃破碎。眼前陷入一片黑暗..",
DisasterBeasons_Event_FlowerSea_TwistedVine_Boss_Death_Gril_Leave_Flower_CardName,"梦境",
DisasterBeasons_Event_FlowerSea_TwistedVine_Boss_Death_Gril_Leave_DismantleActions[0].ActionName,"苏醒",
DisasterBeasons_Event_FlowerSea_TwistedVine_Boss_Death_Gril_Leave_Flower_CardDescription,"醒来..身旁有一朵熟悉的红色花朵..其中散发着微微光芒。",
DisasterBeasons_Event_FlowerSea_TwistedVine_Boss_Death_Gril_Leave_Flower_DismantleActions[0].ActionName,"继续",
DisasterBeasons_Event_GeeseSouth_ApocalyBirdCounter_CardDescription,"几丝华光在你身边围绕，一切声音都安静了下来。一只梦幻般的生物停落身旁，歪着脑袋好奇的看着你。",
DisasterBeasons_Event_GeeseSouth_ApocalyBirdCounter_CardName,"华彩",
DisasterBeasons_Nc_RainBow_RainBowSuger_Fly_DismantleActions[0].ActionName,"忽略",
DisasterBeasons_Nc_RainBow_RainBowSuger_Fly_DismantleActions[1].ActionName,"长矛投掷",
DisasterBeasons_Nc_RainBow_RainBowSuger_Fly_DismantleActions[1].ProducedCards[1].CollectionMessages[0],"I missed!",
DisasterBeasons_Nc_RainBow_RainBowSuger_Fly_DismantleActions[2].ActionDescription,"(does not consume stones)",
DisasterBeasons_Nc_RainBow_RainBowSuger_Fly_DismantleActions[2].ActionName,"石头投掷",
DisasterBeasons_Nc_RainBow_RainBowSuger_Fly_DismantleActions[2].ProducedCards[1].CollectionMessages[0],"I missed!",
DisasterBeasons_Nc_RainBow_RainBowSuger_Fly_DismantleActions[3].ActionName,"投石索投掷",
DisasterBeasons_Nc_RainBow_RainBowSuger_Fly_DismantleActions[3].ProducedCards[1].CollectionMessages[0],"I missed!",
DisasterBeasons_Nc_RainBow_RainBowSuger_Fly_DismantleActions[4].ActionName,"弓箭射击",
DisasterBeasons_Nc_RainBow_RainBowSuger_Fly_DismantleActions[4].ProducedCards[1].CollectionMessages[0],"I missed!",
DisasterBeasons_Nc_RainBow_RainBowSuger_Fly_DismantleActions[5].ActionName,"枪械射击",
DisasterBeasons_Nc_RainBow_RainBowSuger_Fly_DismantleActions[5].ProducedCards[1].CollectionMessages[0],"I missed!",
DisasterBeasons_Event_GeeseSouth_ApocalyBirdCounter_DismantleActions[6].ActionName,"缓慢靠近..",
DisasterBeasons_Event_GeeseSouth_ApocalyBirdCounter_FlyAway_CardDescription,"快速飞离...直至消失不见。",
DisasterBeasons_Event_GeeseSouth_ApocalyBirdCounter_FlyAway_CardName,"华彩",
DisasterBeasons_Event_GeeseSouth_ApocalyBirdCounter_FlyAway_DismantleActions[0].ActionName,"继续",
DisasterBeasons_Event_GeeseSouth_ApocalypseBird_CardDescription,"几丝华光在你身边围绕，一切声音都安静了下来。一只梦幻般的生物停落身旁，歪着脑袋好奇的看着你。",
DisasterBeasons_Event_GeeseSouth_ApocalypseBird_CardName,"华彩",
DisasterBeasons_Event_GeeseSouth_ApocalypseBird_DismantleActions[1].ActionName,"表达善意",
DisasterBeasons_Event_GeeseSouth_VelvetBird_CardDescription,"夕阳西下，一群候鸟飞过从头顶飞过，片片轻羽环绕在你的身边.",
DisasterBeasons_Event_ThunderStorm_ThunderBall_Boom_CardName,"什么！",
DisasterBeasons_Event_GeeseSouth_MissileBird_CardDescription,"一只貌相奇异的鸟在你头上盯着你。",
DisasterBeasons_Event_GeeseSouth_MissileBird_CardName,"奇事",
DisasterBeasons_Event_GeeseSouth_MissileBird_DismantleActions[1].ActionName,"朝着它大喊大叫",
DisasterBeasons_Event_GeeseSouth_MissileBird_DismantleActions[3].ActionName,"对着它开始狂舞！",
DisasterBeasons_Event_GeeseSouth_MissileBird_Attack_CardDescription,"鸟的十二根尾毛迅速旋转，最后变成了一个大风车加速向你冲来了！",
DisasterBeasons_Event_GeeseSouth_MissileBird_Attack_CardName,"导弹冲击！",
DisasterBeasons_Event_GeeseSouth_MissileBird_Attack_Success_CardDescription,"奇异的鸟直接狠狠的扎在你的身上！",
DisasterBeasons_Event_GeeseSouth_MissileBird_Attack_Fail_CardName,"导弹冲击！",
DisasterBeasons_Event_GeeseSouth_MissileBird_Attack_Fail_DismantleActions[0].ActionName,"好险..",
DisasterBeasons_Event_GeeseSouth_MissileBird_JumpOut_CardDescription,"奇异的鸟看起来很满意，慢慢飞走了。",
DisasterBeasons_Event_GeeseSouth_MissileBird_JumpOut_DismantleActions[0].ActionName,"我刚刚做了什么？",
DisasterBeasons_Event_GeeseSouth_PoopDrop_CardDescription,"一群海鸥从你的头顶上飞过，它们的尾部突然对准了你,一阵阵白色光雨朝你袭来！",
DisasterBeasons_Event_GeeseSouth_PoopDrop_CardName,"海鸥迁徙",
DisasterBeasons_Event_GeeseSouth_PoopDrop_DismantleActions[0].ActionName,"这都啥玩意！",
DisasterBeasons_Event_GeeseSouth_TakeFood_CardDescription,"一只海鸥正在偷吃你的薯条！以及其他好吃的...",
DisasterBeasons_Event_GeeseSouth_TakeFood_CardName,"海鸥！",
DisasterBeasons_Nc_RainBow_RainBowSuger_Fly_DismantleActions[6].ActionName,"老鹰出击！",
DisasterBeasons_Event_GhostShip_BonePile_ProducedBoneMonster_Confrontion_Success_CardDescription,"狂风在耳边呼啸，亡灵的呐喊就在眼前！骷髅宛如碎石被拍散一地，骨架横飞。",
DisasterBeasons_Event_GhostShip_BonePile_ProducedBoneMonster_Confrontion_Success_DismantleActions[0].ActionName,"哈！",
DisasterBeasons_Event_Hail_Avalanche_CardDescription,"一片雪花的消逝，坡上转起一丝流雪。一片流雪带起更多的雪花，一次次又一次，直到那流雪被称为雪崩。",
DisasterBeasons_Event_Hail_Avalanche_CardName,"雪花",
DisasterBeasons_Event_VolcanicEruption_RockDrop_DismantleActions[0].ActionName,"快闪开！",
DisasterBeasons_Event_Hail_Avalanche_DestoryItem_CardDescription,"一切都被埋入了雪中，世界只剩下了白色...",
DisasterBeasons_Event_Hail_Avalanche_DestoryItem_CardName,"雪崩来袭！",
DisasterBeasons_Event_TornadoShark_TornadoAttack_DismantleActions[0].ActionLog.LogText,"A storm carried some of my stuff away.",
DisasterBeasons_Event_Hail_Avalanche_DestoryItem_Fail_DismantleActions[0].ActionName,"清理积雪",
DisasterBeasons_Event_Hail_Avalanche_DestoryItem_Fail_DismantleActions[0].NoCardsAffectedMessage,"庆幸的是，我找回了所有埋藏在雪中的物品。",
DisasterBeasons_Event_Hail_Avalanche_DestoryItem_Fail_CardDescription,"一切都被埋入了雪中，世界只剩下了白色...",
DisasterBeasons_Event_Hail_Avalanche_DestoryItem_Fail_CardName,"命运",
DisasterBeasons_Event_Hail_CoolFlowerWind_CardDescription,"局部狂风在林间吹袭。",
DisasterBeasons_Event_Hail_CoolFlowerWind_CardName,"寒风",
DisasterBeasons_Event_Hail_CoolFlowerWind_DismantleActions[0].ActionName,"越来越冷了..",
DisasterBeasons_Event_Hail_IceDrop_CardDescription,"一颗巨型冰球砸过来了！",
DisasterBeasons_Event_Hail_IceDrop_CardName,"冰陨",
DisasterBeasons_Event_Hail_IceDrop_DismantleActions[0].ActionName,"快躲开！",
DisasterBeasons_Event_Hail_IceDrop_DismantleActions[1].ActionName,"空手接冰球！",
DisasterBeasons_Event_RainBow_RainBowPoop_Boom_CardDescription,"啪！泡泡爆炸了！",
DisasterBeasons_Event_RainBow_RainBowPoop_Bubble_Two_CardName,"彩虹泡泡",
DisasterBeasons_Event_RainBow_RainBowPoop_Boom_RainBow_DismantleActions[0].ActionName,"童话",
DisasterBeasons_Event_MeteorShower_StarDrop_TypeOne_Boom_CardDescription,"陨石爆炸了！",
DisasterBeasons_Event_MeteorShower_CardDescription,"一颗闪烁的明星，在你的眼前划过弧线。",
DisasterBeasons_Event_MeteorShower_CardName,"流星雨！",
DisasterBeasons_Event_MeteorShower_DismantleActions[0].ActionName,"许愿丰衣足食",
DisasterBeasons_Event_MeteorShower_DismantleActions[1].ActionName,"许愿身体健康",
DisasterBeasons_Event_MeteorShower_DismantleActions[2].ActionName,"许愿风调雨顺",
DisasterBeasons_Event_MeteorShower_DismantleActions[3].ActionName,"祈愿星辰",
DisasterBeasons_Event_MeteorShower_DismantleActions[4].ActionName,"无欲无求",
DisasterBeasons_Event_MeteorShower_StarDrop_One_CardDescription,"一颗热气滚滚的陨石从眼前划过。",
DisasterBeasons_Event_MeteorShower_StarDrop_One_CardName,"流星",
DisasterBeasons_Event_MeteorShower_StarDrop_One_DismantleActions[0].ActionName,"寻找坠落",
DisasterBeasons_Event_PollenSeason_Flower_Tyrannus_DropFruit_CardDescription,"花蕊缓缓张开，层层花瓣逐层绽放。直至一颗晶石从花芯处落在脚边。",
DisasterBeasons_Event_PollenSeason_Flower_Tyrannus_DropFruit_CardName,"奇异植株",
DisasterBeasons_Event_UnderSea_BigShell_HungerFull_DismantleActions[0].ActionName,"这是..",
DisasterBeasons_Event_PollenSeason_TwistedVineAttack_CardDescription,"缠绕交错的藤蔓缓缓延伸至你的身旁，在你目光聚集于别处的时候。一道粗大的藤蔓暴抽而出，狠狠的抽打在身上。",
DisasterBeasons_Event_PollenSeason_TwistedVineAttack_CardName,"森林移动",
DisasterBeasons_Event_PollenSeason_TwistedVine_BurnDeath_CardDescription,"藤蔓狂舞！大片都在剧烈的燃烧！笼罩视野的绿色迷雾从中散开。",
DisasterBeasons_Event_PollenSeason_Tyrannus_BurnDeath_CardName,"剧烈燃烧",
DisasterBeasons_Event_PollenSeason_TwistedVine_BurnDeath_DismantleActions[0].ActionName,"咳咳咳...",
DisasterBeasons_Event_PollenSeason_Tyrannus_BurnDeath_CardDescription,"藤蔓狂舞！整朵花都在剧烈的燃烧！你隐隐约约可以听见某种尖叫。",
DisasterBeasons_Event_PollenSeason_Tyrannus_BurnDeath_DismantleActions[0].ActionName,"化为灰烬..",
DisasterBeasons_Event_PollenSeason_Tyrannus_GetHunt_CardDescription,"如此艳丽，如此迷人。在触摸到花朵的一瞬间，花蕊中心露出一张血盆大口直接向你咬来！",
DisasterBeasons_Event_PollenSeason_Tyrannus_GetHunt_CardName,"摘花",
DisasterBeasons_Event_PollenSeason_Tyrannus_GetHunt_DismantleActions[0].ActionName,"啊！",
DisasterBeasons_Event_PollenSeason_Tyrannus_StealItem_CardDescription,"你看见这个奇怪的花正在用藤蔓把你的东西往自己花蕊里塞...",
DisasterBeasons_Event_PollenSeason_Tyrannus_StealItem_CardName,"奇事",
DisasterBeasons_Event_PollenSeason_Tyrannus_StealItem_DismantleActions[1].ActionName,"阻止它！",
DisasterBeasons_Event_PollenSeason_Tyrannus_StealSuccess_CardDescription,"它正在偷吃我的东西！",
DisasterBeasons_Event_PollenSeason_Tyrannus_StealSuccess_CardName,"奇异植物",
DisasterBeasons_Event_RainBow_RainBowSuger_Fly_Steal_DismantleActions[0].ActionLog.LogText,"这朵花在偷吃我的东西！",
DisasterBeasons_Event_PollenSeason_Tyrannus_StealSuccess_DismantleActions[0].ActionName,"继续",
DisasterBeasons_Event_PollenSeason_Tyrannus_StealSuccess_DismantleActions[0].NoCardsAffectedMessage,"花朵什么都没偷走",
DisasterBeasons_Event_PollenSeason_WindAttack_CardDescription,"一阵微风吹过，鼻腔内环绕着香甜的气息，紧接而来的就是强烈的鼻痒感。",
DisasterBeasons_Event_PollenSeason_WindAttack_CardName,"微风",
DisasterBeasons_Event_PollenSeason_WindAttack_DismantleActions[0].ActionName,"啊啊啊啊啊阿秋！",
DisasterBeasons_Event_RainBow_RainBowPoop_Boom_RainBow_CardDescription,"吹入的一瞬间，一道彩虹从中升起。万般流彩化为长弧围绕在天空中，直达天际！",
DisasterBeasons_Event_RainBow_RainBowPoop_Boom_RainBow_CardName,"彩虹",
DisasterBeasons_Event_RainBow_RainBowPoop_Bubble_One_CardDescription,"泡泡越吹越大，其中的彩虹若隐若现。",
DisasterBeasons_Nc_RainBow_RainBowPoop_DismantleActions[0].ActionName,"触碰",
DisasterBeasons_Event_RainBow_RainBowPoop_Bubble_Two_DismantleActions[1].ActionName,"继续吹！",
DisasterBeasons_Event_RainBow_RainBowPoop_Bubble_Three_CardDescription,"泡泡越吹越大，其中的彩虹仿佛就在眼前。",
DisasterBeasons_Event_RainBow_RainBowPoop_Bubble_Two_CardDescription,"泡泡越吹越大，其中的彩虹清晰可见。",
DisasterBeasons_Event_RainBow_RainBowSuger_Fly_Attack_CardDescription,"莱恩朝着你吐出了很多泡泡！",
DisasterBeasons_Event_RainBow_RainBowSuger_Fly_Attack_CardName,"什么！",
DisasterBeasons_Event_RainBow_RainBowSuger_Fly_Attack_DismantleActions[0].ActionName,"啊！",
DisasterBeasons_Event_RainBow_RainBowSuger_Fly_DropDeath_CardDescription,"它掉下来了！",
DisasterBeasons_Event_RainBow_RainBowSuger_Fly_DropDeath_CardName,"坠机",
DisasterBeasons_Event_RainBow_RainBowSuger_Fly_DropDeath_DismantleActions[0].ActionName,"哈！",
DisasterBeasons_Event_RainBow_RainBowSuger_Fly_GetHunt_CardDescription,"我打中它了！",
DisasterBeasons_Event_RainBow_RainBowSuger_Fly_GetHunt_CardName,"莱恩",
DisasterBeasons_Event_RainBow_RainBowSuger_Fly_GetHunt_DismantleActions[0].ActionName,"哈！",
DisasterBeasons_Event_RainBow_RainBowSuger_Fly_Leave_CardDescription,"它飞走了！",
DisasterBeasons_Event_RainBow_RainBowSuger_Fly_Leave_CardName,"莱恩",
DisasterBeasons_Event_RainBow_RainBowSuger_Fly_Leave_DismantleActions[0].ActionName,"可恶",
